"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/strata_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/strata.csv?datainfo&rowcount&interval=Permian,Ladinian&private"
"Access Time","Fri 2024-10-25 09:23:12 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","interval","Permian,Ladinian"
"","timerule","major"
"","private","1"
"Elapsed Time","3.12"
"Records Found","3667"
"Records Returned","3667"
"Records:"
"record_type","group","formation","member","lithology","max_ma","min_ma","cc_list","n_colls","n_occs"
"str","","Hoso-o","Unit 1","""shale""","266.9","264.28","JP","1","5"
"str","","Houfulongshan","","","242","237","CN","1","4"
"str","","Houziguan","","bindstone,claystone","264.28","259.51","CN","3","6"
"str","","Houziguan Limestone","Ziyundong","rudstone/framestone","266.9","259.51","CN","1","17"
"str","","Hovsugol","","""limestone""/sandstone","283.5","273.01","MN","7","15"
"str","","Huai I-Loet","","""siliciclastic""","290.1","283.5","TH","1","2"
"str","","Huai Tak","","""limestone"",""shale"",siltstone","254.14","251.902","TH","11","98"
"str","","Huai Thak","","","254.14","251.902","TH","1","24"
"str","","Huanggangliang","","","264.28","259.51","CN","11","33"
"str","","Huangmaqing","","sandstone/siltstone","242","237","CN","1","1"
"str","","Huangzhishan","","""limestone"",""limestone""/mudstone,lime mudstone,mudstone,mudstone/""limestone""","251.902","251.4","CN","14","161"
"str","","Huanxilin","","","290.1","273.01","CN","1","10"
"str","","Hueco","","""limestone"",""shale"",""siliciclastic"",bafflestone,packstone","290.1","283.5","US","74","367"
"str","","Hueco","Robledo Mountains","""limestone"",""limestone""/""shale"",""shale""/""limestone""","293.52","290.1","US","7","183"
"str","","Hueco Canyon","","""limestone"",grainstone,marl","290.1","283.5","US","87","274"
"str","","Hueco Canyon","Powwow","""limestone""","293.52","290.1","US","8","29"
"str","","Hueco Limestone","","""limestone""","298.9","286.1","US","1","1"
"str","","Humberg Black Shale","","""shale""","298.9","283.5","DE","1","1"
"str","","Hungshan","","","254.14","251.902","CN","1","18"
"str","","Hutang","","""siliciclastic""","266.9","264.28","CN","3","5"
"str","","Hutang","Pengjia","""siliciclastic""","266.9","264.28","CN","5","15"
"str","","Ichihashi","","""limestone""","259.51","254.14","JP","2","2"
"str","","Igornay","","""shale""","298.9","283.5","FR","2","10"
"str","","Ikakern","Tourbihine","sandstone,sandstone/conglomerate,siltstone/conglomerate","259.51","251.902","MA","11","17"
"str","","Il'inskaya","","""siliciclastic""","264.28","259.51","RU","1","1"
"str","","Ilfelder Schichten","","not reported/coal","298.9","290.1","DE","1","2"
"str","","Ilibei","","","293.52","290.1","RU","1","1"
"str","","Ilibeiskaya","","","293.52","290.1","RU","2","22"
"str","","Illawara Coal Measures","Lower","","273.01","259.51","AU","1","21"
"str","","Illawara Coal Measures","Upper","","259.51","251.902","AU","1","21"
"str","","Illawarra Coal Measures","","","259.51","254.14","AU","1","11"
"str","","Ilmenau","","""shale""","303.7","293.52","DE","1","1"
"str","","Imtachan","","""siliciclastic"",sandstone,siltstone","254.14","251.902","RU","11","21"
"str","","Inder","","""siliciclastic""","242","237","KZ","2","2"
"str","","Inférieure","","marl","247.2","242","FR","1","7"
"str","","Infra-Krol","","","298.9","251.902","IN","2","5"
"str","","Ingelara","","""shale"",""siliciclastic"",mudstone,mudstone/sandstone,sandstone,siltstone","259.51","254.14","AU","54","261"
"str","","Inguchan","","""siliciclastic""","290.1","283.5","RU","1","1"
"str","","Inta","","""shale""/sandstone,""siliciclastic""","276.5","273.01","RU","7","14"
"str","","Intian Suite","","","273.01","266.9","RU","1","12"
"str","","Intinskaya","","","283.5","273.01","RU","1","1"
"str","","Intinsky","","","283.5","273.01","RU","2","4"
"str","","Intinsky","Solikamsk","coal","283.5","273.01","RU","3","16"
"str","","Irati","","siltstone","283.5","273.01","BR","1","10"
"str","","Irati","Taquaral","sandstone","283.5","273.01","BR","1","3"
"str","","Irbychan","","""shale"",sandstone,tuff","293.52","290.1","RU","8","9"
"str","","Iren","","","283.5","273.01","RU","1","1"
"str","","Irga","","""limestone""","290.1","283.5","RU","2","2"
"str","","Irwin Coal Measures","","","290.1","283.5","AU","1","17"
"str","","Isatomae","","""siliciclastic""","247.2","242","JP","2","3"
"str","","Ishanovskaya","","""siliciclastic""","290.1","283.5","RU","2","8"
"str","","Ishanovskaya Suite","","","290.1","283.5","RU","2","26"
"str","","Isheevo","Cheremushka","""limestone""/marl","266.9","264.28","RU","1","20"
"str","","Isheevo","Crimson Mud","""limestone"",mudstone,mudstone/sandstone","266.9","264.28","RU","3","59"
"str","","Isheevo","Crimson Shale","""limestone""/marl,""shale""","266.9","264.28","RU","2","41"
"str","","Isheevo","Green Shale","""shale""","266.9","264.28","RU","1","22"
"str","","Isheevo","Krutoovrazhnaya","""limestone"",""limestone""/marl","266.9","264.28","RU","2","28"
"str","","Isheevo","Ribbon Marls","""shale""/marl","266.9","264.28","RU","1","14"
"str","","Isheevo","Tobacco Sandstone","""shale""/sandstone","266.9","264.28","RU","1","13"
"str","","Isrand","","mudstone","239.7","237","GL","1","2"
"str","","Itararé","","mudstone","298.9","293.52","UY","1","1"
"str","","Iva-Gora Beds","","""limestone"",""siliciclastic"",sandstone","273.01","266.9","RU","17","518"
"str","","Iwai","","""shale"",marl","251.2","248.9","JP","2","7"
"str","","Iwaizaki","","""limestone"",""siliciclastic"",mudstone,packstone","264.28","259.51","JP","6","13"
"str","","Iwaizaki","G","""limestone""","264.28","259.51","JP","2","24"
"str","","Iwaizaki","H","""limestone""","259.51","254.14","JP","1","1"
"str","","Iwaizaki Limestone","","""reef rocks""","266.9","259.51","JP","1","12"
"str","","Iwato","","""limestone"",packstone,wackestone","264.28","259.51","JP","21","116"
"str","","Izuru","","""limestone""","273.01","266.9","JP","3","8"
"str","","Izuruha","","""limestone""","264.28","259.51","JP","1","1"
"str","","Jackey Shale","","""shale""","251.902","251.2","AU","1","1"
"str","","Jakabhegy","","sandstone","251.902","247.2","HU","1","17"
"str","","Jamal","","""carbonate"",""limestone"",packstone/wackestone,wackestone","259.51","251.902","IR","29","110"
"str","","Jamal","Bagh-e Vang","""reef rocks"",""shale""","283.5","273.01","IR","4","35"
"str","","Jamal","Bagh-e-Vang","""limestone""","283.5","273.01","IR","2","9"
"str","","Jarillal","","""shale""/sandstone","303.7","293.52","AR","1","4"
"str","","Jeckenbach","","mudstone","298.9","293.52","DE","1","1"
"str","","Jelm","Red Draw","sandstone/conglomerate","247.2","237","US","1","1"
"str","","Jena","","""limestone""","244.7","242","DE","3","3"
"str","","Jiala","","""limestone""","273.01","266.9","CN","1","11"
"str","","Jialingjiang","","""limestone""","248.9","247.2","CN","6","10"
"str","","Jialingjiang","Third","""limestone"",mudstone","248.9","247.2","CN","2","3"
"str","","Jiangbian","","","266.9","259.51","CN","1","4"
"str","","Jianghe","","""limestone"",""shale"",lime mudstone,sandstone,sandstone/""limestone"",siltstone","248.9","247.2","CN","11","21"
"str","","Jianghe","Limestone","""limestone""","248.9","247.2","CN","6","31"
"str","","Jiaoga","","""limestone""","266.9","264.28","CN","11","12"
"str","","Jilh","","sandstone","242","237","SA","3","24"
"str","","Jimba Jimba","","""limestone"",""siliciclastic""","290.1","283.5","AU","6","8"
"str","","Jiucaiyuan","","","251.902","247.2","CN","3","3"
"str","","Jiushitan","","","266.9","264.28","CN","2","2"
"str","","Jiyaopo","","framestone/bafflestone","259.51","254.14","CN","1","11"
"str","","Juan de Morales","","marl","283.5","273.01","CL","1","1"
"str","","Julfa","","""limestone"",""limestone""/""shale"",""limestone""/marl,""shale"",""shale""/""limestone"",lime mudstone,marl","259.51","254.14","AM,AZ,IR","161","778"
"str","","Jungle Creek","","""limestone"",""shale"",""siliciclastic"",dolomite,mudstone,sandstone,siltstone","290.1","283.5","CA","126","547"
"str","","Jungle Creek","Eta","","298.9","293.52","CA","1","8"
"str","","Junzihe","","","247.2","242","CN","21","28"
"str","","Junzihe","Dajialian","","247.2","242","CN","1","1"
"str","","Juquzhi","","","298.9","290.1","CN","1","7"
"str","","Juripu","","""limestone"",""shale"",slate/""limestone""","259.51","254.14","CN","8","28"
"str","","Kaeng Krachan","","sandstone","283.5","273.01","TH","1","5"
"str","","Kaftarmol","","","259.51","254.14","TJ","1","2"
"str","","Kaibab","","""limestone"",chert,sandstone","273.01","251.902","US","7","13"
"str","","Kaibab","""Alpha""","""limestone"",""siliciclastic""","273.01","266.9","US","6","113"
"str","","Kaibab","Alpha","""carbonate"",""limestone"",dolomite","273.01","266.9","US","28","111"
"str","","Kaibab","Fossil Mountain","""carbonate"",""limestone"",""limestone""/sandstone,dolomite,packstone,sandstone","283.5","273.01","US","122","367"
"str","","Kaibab","Gamma","""limestone""","283.5","273.01","US","1","2"
"str","","Kaibab","Harrisburg","""limestone""","273.01","266.9","US","17","38"
"str","","Kaipaizhileke","","","266.9","259.51","CN","1","9"
"str","","Kaishantun","","","259.51","251.902","CN","1","23"
"str","","Kaixinling","","","259.51","254.14","CN","4","10"
"str","","Kalaktash","","","266.9","264.28","TJ","4","22"
"str","","Kalapani","","""limestone""","242","237","IN","4","6"
"str","","Kalapani","Lower","""limestone""","247.2","242","NP","1","4"
"str","","Kalapani","Upper","""limestone""","242","239.7","NP","1","2"
"str","","Kalapani limestone","","""limestone""","242","237","IN","1","2"
"str","","Kalinovka","","""mixed carbonate-siliciclastic""","273.01","266.9","RU","24","33"
"str","","Kalinovskaya","","sandstone/""limestone""","273.01","266.9","RU","1","1"
"str","","Kalitvenskaya","","","298.9","293.52","RU","16","17"
"str","","Kamai","","lime mudstone","283.5","273.01","RU","1","9"
"str","","Kamennyi Yar","","","251.902","247.2","RU","1","5"
"str","","Kamennyi Yar","Rybinskian","sandstone/conglomerate","251.2","247.2","RU","1","6"
"str","","Kamennyi Yar","Vokhminskian","sandstone/conglomerate","251.902","251.2","RU","1","1"
"str","","Kamenushka","","""siliciclastic""","248.9","247.2","RU","47","76"
"str","","Kamia","","","247.2","237","IL","1","1"
"str","","Kamikagemori","","""limestone""","293.52","290.1","JP","1","1"
"str","","Kamiyasse","","""limestone"",""shale"",""siliciclastic"",mudstone,packstone/grainstone,sandstone,sandstone/""limestone""","264.28","259.51","JP","37","74"
"str","","Kamiyozawa","","""limestone""","259.51","251.902","JP","48","330"
"str","","Kamthi","","","251.902","247.2","IN","10","152"
"str","","Kamura","","""limestone"",""limestone""/sandstone","251.2","247.2","JP","2","23"
"str","","Kamyshla","","""limestone"",""siliciclastic"",marl,sandstone,sandstone/""shale"",sandstone/marl","273.01","266.9","RU","11","120"
"str","","Kamyshlinskie","","""limestone""","273.01","266.9","RU","1","1"
"str","","Kangkelin","","""limestone"",packstone","290.1","283.5","CN","10","19"
"str","","Kanglu","","","251.4","251.2","CN","7","9"
"str","","Kangnan","","","247.2","242","CN","1","3"
"str","","Kangshare","","""limestone"",dolomite,lime mudstone,packstone,wackestone","251.2","248.9","CN","133","469"
"str","","Kangshare","Otoceras Bed","lime mudstone,wackestone","254.14","251.4","CN","2","9"
"str","","Kangshare","Waagenites Bed","wackestone","254.14","251.902","CN","1","9"
"str","","Kankarin","","""limestone""","290.1","283.5","CN","1","7"
"str","","Kanokura","","""limestone"",""shale"",""siliciclastic"",sandstone,sandstone/""limestone""","264.28","259.51","JP","43","101"
"str","","Kanokura","Shigejizawa","""shale"",""siliciclastic"",sandstone,slate","266.9","264.28","JP","8","48"
"str","","Kansas Creek","","""siliciclastic""","293.52","290.1","AU","2","3"
"str","","Kanwaka","Stull Shale","""shale""","303.7","287.6","US","1","14"
"str","","Kapp Duner","","wackestone/packstone","298.9","293.52","SJ","1","7"
"str","","Kapp Starostin","","""limestone"",""siliciclastic"",chert,sandstone","251.902","251.4","NO,SJ","97","146"
"str","","Kapp Starostin","Hovtinden","""limestone"",""shale"",""shale""/""limestone"",""siliciclastic"",chert,marl/""shale"",sandstone,sandstone/""limestone"",sandstone/mudstone","254.14","251.902","SJ","44","141"
"str","","Kapp Starostin","middle Hovtinden","""limestone""","259.51","254.14","SJ","1","1"
"str","","Kapp Starostin","Selanderneset","","259.51","251.902","SJ","20","35"
"str","","Kapp Starostin","Svenskeegga","""limestone"",""shale"",sandstone/""shale""","273.01","259.51","SJ","9","25"
"str","","Kapp Starostin","Voringen","""limestone"",sandstone/mudstone,wackestone","283.5","273.01","SJ","56","225"
"str","","Kapp Toscana","","""shale"",sandstone,siltstone","239.7","237","SJ","18","157"
"str","","Kapp Toscana","Tschermakfjellet","""shale""","242","237","SJ","6","11"
"str","","Kapp Toscana","Tschermarkfjellet","""shale"",siltstone","242","237","SJ","4","6"
"str","","Karabaglyar","","""limestone"",claystone","251.4","251.2","AM,AZ","28","64"
"str","","Karabeles","","","254.14","251.902","TJ","3","3"
"str","","Karadouskaya","","","290.1","283.5","TJ","1","3"
"str","","Karadzhatykskaya","","mudstone/""limestone"",mudstone/sandstone,siltstone/sandstone","251.2","247.2","KZ","6","49"
"str","","Karaungur","","""shale""","298.9","273.01","KZ","1","1"
"str","","Karazin","","""limestone"",mudstone/siltstone,sandstone/mudstone,sandstone/siltstone,siltstone,siltstone/mudstone","247.2","242","RU","18","51"
"str","","Karchowice","","""carbonate"",""limestone""","244.7","242","PL","9","42"
"str","","Karchowice Beds","","""reef rocks"",bindstone","244.7","243.8","PL","4","10"
"str","","Karharbari","","","293.52","283.5","IN,MG","16","316"
"str","","Karita","D","sandstone/""limestone""","259.51","254.14","JP","1","12"
"str","","Karmakula","","""siliciclastic""","283.5","273.01","RU","1","1"
"str","","Karmyssian Suite","","","273.01","259.51","RU","1","12"
"str","","Karoo","","","259.51","251.902","ZA","1","19"
"str","","Kashiwadaira","","","264.28","259.51","JP","1","4"
"str","","Kashkaechkinskaya","","","251.902","251.2","TJ","4","10"
"str","","Kashkasu","","","273.01","266.9","KG","1","2"
"str","","Katberg","","","251.2","247.2","ZA","3","3"
"str","","Katsura","","sandstone","254.14","251.902","JP","2","7"
"str","","Kattamardzanaj","Sajtan","""limestone""/sandstone","242","237","TJ","1","4"
"str","","Kattamardzanaj","Shajtan","""limestone""","242","237","TJ","1","4"
"str","","Kauling","","","247.2","242","CN","1","1"
"str","","Kawai","","""limestone""","293.52","290.1","JP","3","23"
"str","","Kayitou","","""limestone"",""siliciclastic"",claystone,mudstone,mudstone/sandstone,mudstone/siltstone,sandstone,sandstone/mudstone,siltstone,siltstone/mudstone,siltstone/sandstone","251.902","251.4","CN","47","187"
"str","","Kazan","","""limestone"",""limestone""/""shale"",""siliciclastic"",claystone,marl/""limestone""","273.01","266.9","RU","207","639"
"str","","Kazan","Bajtugan","""siliciclastic""","273.01","266.9","RU","3","4"
"str","","Kazankovo-Markino","","","273.01","266.9","RU","1","1"
"str","","Kazankovo-Markinskaya","","""siliciclastic""","266.9","264.28","RU","6","88"
"str","","Kazankovo-Markinskaya Suite","","","266.9","264.28","RU","1","13"
"str","","Kech'pel","","","293.52","290.1","RU","1","1"
"str","","Kedao","","","266.9","259.51","CN","1","1"
"str","","Kelamayi","","""siliciclastic""","247.2","237","CN","3","6"
"str","","Kemerovskaya","","""siliciclastic""","283.5","273.01","RU","1","1"
"str","","Kemerovskaya Suite","","","290.1","273.01","RU","2","40"
"str","","Kempir","","","283.5","273.01","KZ","1","3"
"str","","Kenderlyk","","""shale""","298.9","273.01","KZ","3","8"
"str","","Kensington","","""siliciclastic""","293.52","290.1","AU","1","1"
"str","","Kerkidon","","""limestone""","298.9","293.52","KG","1","2"
"str","","Keryamaelskaya Suite","","","247.2","237","RU","1","11"
"str","","Keziliqiman","","""limestone"",""limestone""/bafflestone","283.5","273.01","CN","36","165"
"str","","Khabakh","","""siliciclastic"",siltstone","283.5","273.01","RU","2","3"
"str","","Khabakhskaya Suite","","","290.1","273.01","RU","2","17"
"str","","Khachik","","""limestone"",""limestone""/mudstone,""limestone""/sandstone,mudstone","259.51","254.14","AM,AZ,IR","95","937"
"str","","Khaftkala","","""limestone""","273.01","266.9","AF","1","1"
"str","","Khakanchanskaya Suite","","","264.28","251.902","RU","1","7"
"str","","Khalalin","","""siliciclastic""","283.5","273.01","RU","1","1"
"str","","Khaldzhin","","""siliciclastic"",sandstone,siltstone","283.5","273.01","RU","12","20"
"str","","Khaldzin","","""siliciclastic""","283.5","273.01","RU","2","2"
"str","","Khalpirki","","""siliciclastic""","259.51","254.14","RU","4","4"
"str","","Khalpirki","Upper","""siliciclastic""","254.14","251.902","RU","1","1"
"str","","Khan","","""limestone""","293.52","290.1","IR","33","154"
